CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,SEQUENCE,PREEVENT,CASEWGT,PSUSTRAT,VERSION
28306,54,6,1-54-2023-006-06,6,1,1,2,2692.229381,9,8
28307,77,3,1-77-2023-003-06,6,1,1,98,814.4528627,9,8
28308,77,4,1-77-2023-004-08,8,1,1,2,260.4209499,9,8
28313,19,7,1-19-2023-007-03,3,1,1,2,105.6334655,9,8
28315,12,5,1-12-2023-005-04,4,1,1,8,673.577735,9,8
28318,17,6,1-17-2023-006-07,7,1,1,8,99.91225403,4,8
28323,52,5,1-52-2023-005-09,9,1,1,4,200.5287183,12,8
28323,52,5,1-52-2023-005-09,9,1,2,8,200.5287183,12,8
28330,11,5,1-11-2023-005-01,1,1,1,6,82.03441271,8,8
28331,11,6,1-11-2023-006-01,1,1,1,8,82.03441271,8,8
28333,25,6,1-25-2023-006-02,2,1,1,8,54.67364508,2,8
28339,25,7,1-25-2023-007-04,4,1,1,8,531.7938004,2,8
28341,66,3,1-66-2023-003-06,6,1,1,8,174.7567334,6,8
28342,66,4,1-66-2023-004-05,5,1,1,6,106.3944278,6,8
28348,31,4,1-31-2023-004-10,10,1,1,8,190.9257288,6,8
28348,31,4,1-31-2023-004-10,10,1,2,9,190.9257288,6,8
28348,31,4,1-31-2023-004-10,10,1,3,2,190.9257288,6,8
28348,31,4,1-31-2023-004-10,10,1,4,6,190.9257288,6,8
28348,31,4,1-31-2023-004-10,10,1,5,7,190.9257288,6,8
28348,31,4,1-31-2023-004-10,10,1,6,3,190.9257288,6,8
28348,31,4,1-31-2023-004-10,10,1,7,8,190.9257288,6,8
28352,10,7,1-10-2023-007-07,7,1,1,6,3035.191288,4,8
28354,27,6,1-27-2023-006-06,6,1,1,6,171.5932927,3,8
28356,23,4,1-23-2023-004-04,4,1,1,2,697.9529168,5,8
28356,23,4,1-23-2023-004-04,4,1,2,6,697.9529168,5,8
28357,15,9,1-15-2023-009-03,3,2,1,4,35.5226631,1,8
28359,76,3,1-76-2023-003-07,7,1,1,8,46.44590674,3,8
28362,21,3,1-21-2023-003-03,3,1,1,4,305.2710259,11,8
28362,21,3,1-21-2023-003-03,3,1,2,4,305.2710259,11,8
28362,21,3,1-21-2023-003-03,3,1,3,4,305.2710259,11,8
28362,21,3,1-21-2023-003-03,3,1,4,4,305.2710259,11,8
28363,26,3,1-26-2023-003-07,7,1,1,8,5676.536754,10,8
28366,22,4,1-22-2023-004-02,2,1,1,8,39.21396264,12,8
28372,30,3,1-30-2023-003-07,7,1,1,4,3625.358167,10,8
28373,15,10,1-15-2023-010-09,9,1,1,8,251.7169117,1,8
28376,16,5,1-16-2023-005-03,3,1,1,8,120.0930846,5,8
28378,25,8,1-25-2023-008-10,10,1,1,8,4226.404252,2,8
28379,73,5,1-73-2023-005-06,6,1,1,8,266.1793596,3,8
28382,17,7,1-17-2023-007-07,7,1,1,8,99.91225403,4,8
28389,23,7,1-23-2023-007-03,3,1,1,2,228.5068593,5,8
28389,23,7,1-23-2023-007-03,3,1,2,6,228.5068593,5,8
28390,48,3,1-48-2023-003-07,7,1,1,8,808.1859705,12,8
28392,77,5,1-77-2023-005-01,1,1,1,2,260.6379178,9,8
28392,77,5,1-77-2023-005-01,1,1,2,6,260.6379178,9,8
28393,12,6,1-12-2023-006-03,3,1,1,6,374.9671113,9,8
28394,59,10,1-59-2023-010-03,3,3,1,4,169.8111238,6,8
28400,19,11,1-19-2023-011-09,9,1,1,6,424.3769928,9,8
28400,19,11,1-19-2023-011-09,9,1,2,7,424.3769928,9,8
28400,19,11,1-19-2023-011-09,9,1,3,4,424.3769928,9,8
28400,19,11,1-19-2023-011-09,9,1,4,8,424.3769928,9,8
28403,17,10,1-17-2023-010-08,8,1,1,6,71.18663877,4,8
28407,11,7,1-11-2023-007-09,9,1,1,8,2310.849,8,8
28408,11,8,1-11-2023-008-04,4,1,1,4,1158.669135,8,8
32522,13,144,1-13-2023-144-04,4,1,1,4,856.2597344,7,8
32524,13,146,1-13-2023-146-01,1,1,1,2,33.82765014,7,8
32524,13,146,1-13-2023-146-01,1,1,2,6,33.82765014,7,8
32528,16,128,1-16-2023-128-09,9,1,1,2,1058.928838,5,8
32535,25,111,1-25-2023-111-09,9,1,1,8,414.3504828,2,8
32539,31,111,1-31-2023-111-03,3,1,1,3,206.2441745,6,8
32539,31,111,1-31-2023-111-03,3,1,2,6,206.2441745,6,8
32542,32,189,1-32-2023-189-01,1,1,1,2,87.10884359,7,8
32542,32,189,1-32-2023-189-01,1,1,2,6,87.10884359,7,8
32542,32,189,1-32-2023-189-01,1,2,1,4,87.10884359,7,8
32542,32,189,1-32-2023-189-01,1,7,1,2,87.10884359,7,8
32542,32,189,1-32-2023-189-01,1,7,2,3,87.10884359,7,8
32547,27,125,1-27-2023-125-07,7,2,1,2,52.95571673,3,8
32550,32,191,1-32-2023-191-06,6,1,1,6,1307.781529,7,8
32551,22,99,1-22-2023-099-06,6,1,1,8,548.0704035,12,8
32553,26,133,1-26-2023-133-04,4,1,1,2,1065.634719,10,8
32555,15,227,1-15-2023-227-06,6,1,1,8,145.806402,1,8
32557,15,229,1-15-2023-229-04,4,1,1,6,246.6658936,1,8
32559,29,91,1-29-2023-091-07,7,1,1,8,349.9715601,2,8
32562,21,119,1-21-2023-119-08,8,1,1,8,573.5518634,11,8
32564,28,112,1-28-2023-112-09,9,1,1,8,47.6282045,3,8
32568,33,89,1-33-2023-089-10,10,1,1,9,142.7413803,12,8
32573,23,101,1-23-2023-101-03,3,1,1,2,169.4322519,5,8
32573,23,101,1-23-2023-101-03,3,1,2,6,169.4322519,5,8
32575,77,126,1-77-2023-126-02,2,1,1,2,71.99682468,9,8
32575,77,126,1-77-2023-126-02,2,1,2,6,71.99682468,9,8
32576,77,127,1-77-2023-127-04,4,1,1,8,1622.535318,9,8
32579,59,157,1-59-2023-157-09,9,1,1,8,112.4602772,6,8
32583,18,110,1-18-2023-110-03,3,1,1,2,144.2226407,6,8
32586,54,101,1-54-2023-101-06,6,1,1,8,233.8849197,9,8
32587,54,102,1-54-2023-102-02,2,1,1,2,132.1015698,9,8
32588,54,103,1-54-2023-103-09,9,1,1,2,534.6434239,9,8
32588,54,103,1-54-2023-103-09,9,1,2,6,534.6434239,9,8
32591,13,147,1-13-2023-147-05,5,1,1,8,129.716751,7,8
32594,17,172,1-17-2023-172-06,6,1,1,2,158.737574,4,8
32594,17,172,1-17-2023-172-06,6,1,2,6,158.737574,4,8
32594,17,172,1-17-2023-172-06,6,1,3,98,158.737574,4,8
32596,33,90,1-33-2023-090-02,2,1,1,8,36.67815195,12,8
32597,66,98,1-66-2023-098-07,7,1,1,6,126.3903999,6,8
32598,66,99,1-66-2023-099-07,7,1,1,8,126.3903999,6,8
32600,66,101,1-66-2023-101-09,9,1,1,2,136.4050365,6,8
32600,66,101,1-66-2023-101-09,9,1,2,3,136.4050365,6,8
32600,66,101,1-66-2023-101-09,9,1,3,2,136.4050365,6,8
32600,66,101,1-66-2023-101-09,9,1,4,6,136.4050365,6,8
32604,30,158,1-30-2023-158-02,2,1,1,2,40.84128012,10,8
32604,30,158,1-30-2023-158-02,2,1,2,2,40.84128012,10,8
