CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,DISTRACTN,CASEWGT,PSUSTRAT,VERSION
29276,26,43,1-26-2023-043-10,10,1,1,4789.401686,10,8
29287,77,22,1-77-2023-022-03,3,1,3,675.9893279,9,8
29290,54,25,1-54-2023-025-10,10,1,2,1594.301554,9,8
29295,48,19,1-48-2023-019-04,4,1,1,426.3336514,12,8
29302,33,20,1-33-2023-020-08,8,1,1,60.61180229,12,8
29313,24,44,1-24-2023-044-03,3,1,1,229.6168383,1,8
29327,25,44,1-25-2023-044-03,3,1,9,100.2241656,2,8
29328,25,45,1-25-2023-045-05,5,1,3,39.67447201,2,8
29335,13,43,1-13-2023-043-09,9,1,99,708.4835266,7,8
29370,76,26,1-76-2023-026-07,7,1,1,41.72352603,3,8
29387,54,26,1-54-2023-026-04,4,1,10,261.8638504,9,8
29395,19,54,1-19-2023-054-04,4,1,3,100.6076087,9,8
29402,11,31,1-11-2023-031-02,2,1,1,106.1769052,8,8
29404,13,45,1-13-2023-045-05,5,1,1,70.87256668,7,8
29409,24,47,1-24-2023-047-09,9,1,1,556.7675479,1,8
29440,18,26,1-18-2023-026-08,8,1,1,255.6897789,6,8
29448,33,21,1-33-2023-021-02,2,1,1,40.05483167,12,8
29449,76,28,1-76-2023-028-09,9,1,9,45.98835881,3,8
29472,77,26,1-77-2023-026-06,6,1,2,725.3826506,9,8
29485,19,57,1-19-2023-057-03,3,1,1,69.39523323,9,8
29488,19,60,1-19-2023-060-03,3,1,10,69.39523323,9,8
29492,24,50,1-24-2023-050-01,1,1,99,88.43780463,1,8
29493,24,51,1-24-2023-051-03,3,1,8,609.6938678,1,8
29506,25,49,1-25-2023-049-10,10,1,10,1407.146374,2,8
29507,25,50,1-25-2023-050-04,4,1,10,177.0563519,2,8
29522,73,45,1-73-2023-045-08,8,1,3,38.19393659,3,8
29523,73,46,1-73-2023-046-06,6,1,1,50.17297428,3,8
29527,31,28,1-31-2023-028-10,10,1,99,286.3885933,6,8
29538,26,51,1-26-2023-051-07,7,1,99,2109.009795,10,8
29539,27,34,1-27-2023-034-08,8,1,9,20.37383413,3,8
29546,73,47,1-73-2023-047-06,6,1,9,50.17297428,3,8
29552,48,24,1-48-2023-024-07,7,1,1,459.6313165,12,8
29564,77,29,1-77-2023-029-05,5,1,99,76.33062011,9,8
29575,33,23,1-33-2023-023-07,7,1,1,219.1753861,12,8
29600,10,67,1-10-2023-067-01,1,1,10,19.95004175,4,8
29602,52,45,1-52-2023-045-07,7,1,3,212.1870292,12,8
29603,52,46,1-52-2023-046-03,3,2,7,24.16853791,12,8
29610,18,31,1-18-2023-031-03,3,1,99,111.4534796,6,8
29615,73,49,1-73-2023-049-06,6,1,9,39.09113294,3,8
29638,28,30,1-28-2023-030-09,9,1,9,51.81117495,3,8
29642,76,34,1-76-2023-034-09,9,1,99,20.65203021,3,8
29649,48,26,1-48-2023-026-06,6,1,9,110.9648253,12,8
29653,54,32,1-54-2023-032-06,6,1,9,268.7033635,9,8
29658,17,54,1-17-2023-054-07,7,1,8,69.60192502,4,8
29661,19,63,1-19-2023-063-08,8,1,1,79.82553256,9,8
29688,66,31,1-66-2023-031-06,6,1,1,2594.949653,6,8
29693,18,32,1-18-2023-032-01,1,1,99,44.11670831,6,8
29704,27,40,1-27-2023-040-09,9,2,9,246.9934759,3,8
29741,59,53,1-59-2023-053-06,6,1,10,350.5777295,6,8
29751,19,69,1-19-2023-069-03,3,2,10,121.3084234,9,8
29760,13,61,1-13-2023-061-04,4,1,9,825.6361822,7,8
29762,13,63,1-13-2023-063-03,3,1,99,253.3412958,7,8
29767,52,55,1-52-2023-055-09,9,1,5,172.4039086,12,8
29797,26,57,1-26-2023-057-08,8,1,1,268.3553164,10,8
29798,76,37,1-76-2023-037-07,7,1,1,20.03911002,3,8
29822,77,35,1-77-2023-035-08,8,1,8,531.1743748,9,8
29826,48,29,1-48-2023-029-09,9,1,1,683.2043178,12,8
29835,33,29,1-33-2023-029-06,6,1,1,45.62052222,12,8
29852,10,80,1-10-2023-080-07,7,1,3,948.1400985,4,8
29858,16,48,1-16-2023-048-04,4,1,9,1373.712912,5,8
29859,16,49,1-16-2023-049-06,6,1,9,613.133855,5,8
29862,66,34,1-66-2023-034-06,6,1,99,221.1818271,6,8
29876,73,61,1-73-2023-061-06,6,1,1,96.67500602,3,8
29882,12,46,1-12-2023-046-09,9,1,1,1587.323148,9,8
29884,31,36,1-31-2023-036-03,3,1,7,206.2441745,6,8
29886,27,43,1-27-2023-043-04,4,1,9,50.13647654,3,8
29907,22,33,1-22-2023-033-07,7,1,2,145.9831915,12,8
29914,21,38,1-21-2023-038-09,9,1,1,1817.667234,11,8
29931,11,39,1-11-2023-039-01,1,1,1,83.37049338,8,8
29942,13,68,1-13-2023-068-03,3,1,2,1368.433445,7,8
29946,23,51,1-23-2023-051-03,3,1,10,257.6899777,5,8
29965,28,34,1-28-2023-034-04,4,1,9,38.14523869,3,8
29971,73,66,1-73-2023-066-10,10,1,3,263.6128146,3,8
29977,59,58,1-59-2023-058-06,6,1,5,120.6538161,6,8
29978,59,59,1-59-2023-059-06,6,1,9,120.6538161,6,8
29983,27,48,1-27-2023-048-07,7,1,1,79.83268686,3,8
29989,76,42,1-76-2023-042-06,6,1,99,66.39438678,3,8
30001,33,32,1-33-2023-032-09,9,1,1,307.1370266,12,8
30004,66,36,1-66-2023-036-03,3,1,99,176.7360215,6,8
30008,22,34,1-22-2023-034-09,9,1,9,107.8149502,12,8
30010,25,63,1-25-2023-063-03,3,1,9,145.132468,2,8
30031,31,42,1-31-2023-042-06,6,1,1,388.6737871,6,8
30060,14,35,1-14-2023-035-03,3,1,1,431.8142823,8,8
30063,13,72,1-13-2023-072-02,2,2,7,192.8810505,7,8
30065,16,56,1-16-2023-056-02,2,1,99,38.42221025,5,8
30081,28,37,1-28-2023-037-10,10,1,2,386.4250041,3,8
30091,18,41,1-18-2023-041-03,3,1,8,211.8370324,6,8
31181,22,61,1-22-2023-061-03,3,1,1,42.48962388,12,8
31196,66,61,1-66-2023-061-08,8,1,1,128.7448736,6,8
31209,73,120,1-73-2023-120-09,9,1,9,47.75260361,3,8
31213,23,72,1-23-2023-072-10,10,2,9,6526.413551,5,8
31214,54,67,1-54-2023-067-04,4,1,1,372.336987,9,8
31222,59,104,1-59-2023-104-10,10,1,10,2796.09512,6,8
31224,33,53,1-33-2023-053-09,9,1,1,3504.419282,12,8
31231,17,123,1-17-2023-123-07,7,1,8,605.5103745,4,8
31243,14,65,1-14-2023-065-03,3,1,1,1217.262274,8,8
31249,73,123,1-73-2023-123-03,3,1,3,31.6102783,3,8
31254,76,78,1-76-2023-078-04,4,1,9,18.58279621,3,8
31255,10,132,1-10-2023-132-09,9,1,1,904.1934572,4,8
31256,10,133,1-10-2023-133-09,9,1,9,904.1934572,4,8
30110,21,44,1-21-2023-044-08,8,1,1,131.360103,11,8
30110,21,44,1-21-2023-044-08,8,1,2,131.360103,11,8
30128,23,56,1-23-2023-056-06,6,1,1,430.7502931,5,8
30134,48,40,1-48-2023-040-04,4,1,9,104.3794548,12,8
30137,54,42,1-54-2023-042-04,4,2,99,208.3573321,9,8
30140,59,68,1-59-2023-068-03,3,1,7,109.1709098,6,8
30161,24,67,1-24-2023-067-02,2,2,1,67.71298621,1,8
30172,28,41,1-28-2023-041-09,9,1,9,81.86437616,3,8
30179,13,75,1-13-2023-075-10,10,1,1,11592.99766,7,8
30188,32,79,1-32-2023-079-02,2,1,1,24.40393179,7,8
30194,31,45,1-31-2023-045-04,4,1,99,207.4673558,6,8
30195,31,46,1-31-2023-046-08,8,1,1,249.1998599,6,8
30204,33,40,1-33-2023-040-09,9,1,1,82.02884842,12,8
30214,21,46,1-21-2023-046-02,2,1,1,19.21894787,11,8
30225,29,36,1-29-2023-036-03,3,1,10,169.5679579,2,8
30225,29,36,1-29-2023-036-03,3,1,99,169.5679579,2,8
30232,48,41,1-48-2023-041-10,10,1,1,307.6425026,12,8
30232,48,41,1-48-2023-041-10,10,1,7,307.6425026,12,8
30245,11,44,1-11-2023-044-01,1,1,8,140.9413578,8,8
30285,48,42,1-48-2023-042-07,7,1,1,318.5846054,12,8
30286,48,43,1-48-2023-043-01,1,1,3,72.66818926,12,8
30287,48,44,1-48-2023-044-07,7,1,1,318.5846054,12,8
30304,54,45,1-54-2023-045-07,7,1,10,556.1518302,9,8
30310,33,43,1-33-2023-043-06,6,1,3,399.1531915,12,8
30330,66,42,1-66-2023-042-03,3,1,3,136.3945613,6,8
30345,26,70,1-26-2023-070-05,5,1,9,84.23643451,10,8
30355,77,50,1-77-2023-050-03,3,1,10,576.9826379,9,8
30357,48,46,1-48-2023-046-03,3,1,8,76.21470941,12,8
30358,48,47,1-48-2023-047-10,10,1,1,2379.888218,12,8
30366,12,57,1-12-2023-057-07,7,1,9,335.4994298,9,8
30367,12,58,1-12-2023-058-06,6,1,9,287.591337,9,8
30381,24,72,1-24-2023-072-02,2,1,3,67.71298621,1,8
30385,14,46,1-14-2023-046-04,4,2,9,1157.930489,8,8
30393,25,70,1-25-2023-070-04,4,1,99,1850.95576,2,8
30410,73,84,1-73-2023-084-03,3,1,10,34.83276969,3,8
30415,27,56,1-27-2023-056-03,3,1,9,48.54406697,3,8
30423,26,71,1-26-2023-071-02,2,1,10,74.56659536,10,8
30426,22,46,1-22-2023-046-09,9,1,1,169.1512829,12,8
30428,21,55,1-21-2023-055-01,1,1,1,47.90960679,11,8
30431,29,42,1-29-2023-042-03,3,1,99,200.6516252,2,8
30447,31,54,1-31-2023-054-07,7,1,9,300.2151124,6,8
30452,10,101,1-10-2023-101-08,8,2,9,130.1880687,4,8
30491,28,50,1-28-2023-050-09,9,1,9,47.6282045,3,8
30506,30,66,1-30-2023-066-06,6,1,1,684.4350049,10,8
30527,54,51,1-54-2023-051-04,4,1,9,141.8645745,9,8
30531,59,79,1-59-2023-079-06,6,1,9,359.3774646,6,8
30533,19,92,1-19-2023-092-05,5,1,2,43.48554189,9,8
30544,17,89,1-17-2023-089-06,6,1,3,94.69655323,4,8
30556,16,70,1-16-2023-070-03,3,1,9,354.977359,5,8
31278,22,64,1-22-2023-064-09,9,1,6,118.1291688,12,8
31287,12,83,1-12-2023-083-04,4,1,8,325.1390127,9,8
31300,24,87,1-24-2023-087-06,6,1,3,734.7906036,1,8
31303,14,66,1-14-2023-066-03,3,1,10,820.4582585,8,8
31320,77,83,1-77-2023-083-03,3,1,8,718.720402,9,8
31324,31,77,1-31-2023-077-05,5,1,10,205.9381144,6,8
31325,18,70,1-18-2023-070-03,3,2,1,122.2872854,6,8
31325,18,70,1-18-2023-070-03,3,2,2,122.2872854,6,8
31325,18,70,1-18-2023-070-03,3,2,8,122.2872854,6,8
31340,59,109,1-59-2023-109-05,5,1,9,49.55652444,6,8
31343,76,81,1-76-2023-081-10,10,1,1,19.39380957,3,8
31352,26,93,1-26-2023-093-02,2,2,99,28.21898419,10,8
31371,22,68,1-22-2023-068-10,10,1,5,73.59569021,12,8
31385,30,109,1-30-2023-109-04,4,1,1,709.271032,10,8
31401,18,72,1-18-2023-072-03,3,2,8,77.04746926,6,8
31402,18,73,1-18-2023-073-09,9,1,10,579.2601592,6,8
31413,17,129,1-17-2023-129-07,7,1,7,1137.297728,4,8
31429,11,67,1-11-2023-067-05,5,1,1,353.9946691,8,8
31433,24,89,1-24-2023-089-03,3,1,6,459.8206149,1,8
31436,16,97,1-16-2023-097-02,2,1,99,17.44890083,5,8
31442,25,88,1-25-2023-088-03,3,1,9,255.322361,2,8
31451,52,101,1-52-2023-101-03,3,1,99,158.9369434,12,8
31471,48,84,1-48-2023-084-09,9,1,1,154.6715326,12,8
31474,77,87,1-77-2023-087-03,3,1,99,232.7909975,9,8
31483,66,70,1-66-2023-070-09,9,1,99,136.4050365,6,8
31515,16,100,1-16-2023-100-03,3,4,7,214.9050758,5,8
31529,27,96,1-27-2023-096-04,4,1,8,54.57014649,3,8
31549,21,93,1-21-2023-093-03,3,1,9,278.0893439,11,8
31551,26,101,1-26-2023-101-01,1,1,1,65.83404594,10,8
31559,73,135,1-73-2023-135-10,10,1,99,59.33670146,3,8
31575,48,88,1-48-2023-088-03,3,1,1,74.78725036,12,8
31586,66,74,1-66-2023-074-06,6,2,10,461.8529901,6,8
31589,17,135,1-17-2023-135-10,10,1,9,112.3793164,4,8
31599,19,116,1-19-2023-116-05,5,1,6,116.4837446,9,8
31607,14,74,1-14-2023-074-02,2,1,1,164.4463854,8,8
31616,76,89,1-76-2023-089-03,3,1,99,21.42934359,3,8
31622,31,84,1-31-2023-084-04,4,1,4,194.3365105,6,8
31624,73,136,1-73-2023-136-10,10,1,1,29.66835073,3,8
31648,18,77,1-18-2023-077-09,9,1,3,237.3364486,6,8
31673,77,96,1-77-2023-096-03,3,1,1,252.5205317,9,8
31680,19,117,1-19-2023-117-03,3,1,1,131.3110508,9,8
31690,24,94,1-24-2023-094-09,9,2,99,1154.405235,1,8
31694,28,86,1-28-2023-086-09,9,1,3,47.6282045,3,8
31702,10,147,1-10-2023-147-07,7,1,9,1326.411722,4,8
31706,16,106,1-16-2023-106-03,3,1,9,243.7089188,5,8
31712,52,105,1-52-2023-105-09,9,1,99,170.07874,12,8
31715,27,102,1-27-2023-102-06,6,1,1,70.5807209,3,8
31720,73,139,1-73-2023-139-08,8,1,1,38.19393659,3,8
31774,19,119,1-19-2023-119-06,6,1,9,435.0021912,9,8
31777,66,78,1-66-2023-078-03,3,1,10,142.0892033,6,8
31787,54,80,1-54-2023-080-10,10,1,9,1162.475215,9,8
2300217,25,130,1-25-2023-130-06,6,1,1,25.43913257,2,8
2300240,76,154,1-76-2023-154-06,6,1,9,36.95696761,3,8
2300246,15,257,1-15-2023-257-03,3,1,1,95.58312842,1,8
2300267,52,128,1-52-2023-128-09,9,1,9,970.7930746,12,8
2300273,22,119,1-22-2023-119-04,4,1,1,90.7322524,12,8
30557,14,51,1-14-2023-051-06,6,1,99,1971.508858,8,8
30564,25,72,1-25-2023-072-03,3,1,9,180.8550387,2,8
30570,73,93,1-73-2023-093-04,4,1,9,82.69279612,3,8
30584,27,64,1-27-2023-064-07,7,1,1,32.33037916,3,8
30602,21,62,1-21-2023-062-02,2,1,1,58.86931901,11,8
30605,32,100,1-32-2023-100-02,2,1,1,20.73120473,7,8
30629,48,56,1-48-2023-056-07,7,1,10,109.9463278,12,8
30638,59,83,1-59-2023-083-07,7,1,9,176.8780679,6,8
30639,59,84,1-59-2023-084-04,4,1,8,62.53023528,6,8
30640,33,48,1-33-2023-048-03,3,1,8,70.60732772,12,8
30651,19,98,1-19-2023-098-07,7,1,1,245.198159,9,8
30654,12,64,1-12-2023-064-07,7,1,10,272.8248402,9,8
30665,16,73,1-16-2023-073-03,3,2,2,248.2248773,5,8
30669,25,73,1-25-2023-073-02,2,1,1,66.17893676,2,8
30670,52,82,1-52-2023-082-06,6,1,9,205.0107369,12,8
30679,28,59,1-28-2023-059-07,7,1,10,178.0391855,3,8
30690,27,66,1-27-2023-066-03,3,1,8,39.96689642,3,8
30692,73,98,1-73-2023-098-09,9,1,1,64.13040797,3,8
30699,22,54,1-22-2023-054-07,7,1,10,140.319672,12,8
30725,26,78,1-26-2023-078-07,7,1,99,2126.006233,10,8
31809,73,146,1-73-2023-146-04,4,2,3,48.50565224,3,8
31831,31,90,1-31-2023-090-03,3,2,10,206.2441745,6,8
31841,13,124,1-13-2023-124-05,5,1,1,94.53075357,7,8
31851,77,102,1-77-2023-102-02,2,1,7,71.99682468,9,8
31859,18,85,1-18-2023-085-03,3,1,8,93.21966448,6,8
31871,19,122,1-19-2023-122-10,10,1,9,4439.832641,9,8
31876,59,130,1-59-2023-130-08,8,1,7,68.93561693,6,8
31891,13,127,1-13-2023-127-06,6,1,10,991.6733388,7,8
31909,32,161,1-32-2023-161-01,1,1,9,106.4850065,7,8
31916,52,106,1-52-2023-106-09,9,1,99,373.1030429,12,8
31918,76,101,1-76-2023-101-08,8,1,99,21.68884603,3,8
31920,27,106,1-27-2023-106-03,3,1,5,95.44522103,3,8
31942,33,67,1-33-2023-067-03,3,1,4,23.11845559,12,8
31947,77,105,1-77-2023-105-02,2,1,4,78.87882297,9,8
