CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,EDROBTAINED,EDRMETHOD,CASEWGT,PSUSTRAT,VERSION
32553,26,133,1-26-2023-133-04,4,2,3,0,1065.634719,10,8
32554,26,134,1-26-2023-134-08,8,1,3,0,262.8626365,10,8
32554,26,134,1-26-2023-134-08,8,2,3,0,262.8626365,10,8
32555,15,227,1-15-2023-227-06,6,1,5,0,145.806402,1,8
32556,15,228,1-15-2023-228-06,6,1,3,0,145.806402,1,8
32556,15,228,1-15-2023-228-06,6,2,1,1,145.806402,1,8
32557,15,229,1-15-2023-229-04,4,1,9,0,246.6658936,1,8
32558,15,230,1-15-2023-230-06,6,1,9,0,145.806402,1,8
31108,66,60,1-66-2023-060-03,3,2,3,0,106.5525486,6,8
31110,15,152,1-15-2023-152-09,9,2,9,0,265.3226775,1,8
31111,15,153,1-15-2023-153-03,3,2,9,0,33.45902086,1,8
31112,30,96,1-30-2023-096-03,3,2,1,1,298.452139,10,8
31112,30,96,1-30-2023-096-03,3,3,2,1,298.452139,10,8
31114,21,80,1-21-2023-080-02,2,2,1,1,28.07791527,11,8
31117,77,77,1-77-2023-077-05,5,1,1,3,154.9380307,9,8
31118,77,78,1-77-2023-078-01,1,1,1,1,118.6202207,9,8
31118,77,78,1-77-2023-078-01,1,2,1,1,118.6202207,9,8
31119,54,64,1-54-2023-064-05,5,1,4,0,129.7151114,9,8
31120,54,65,1-54-2023-065-04,4,1,1,1,146.8394981,9,8
31120,54,65,1-54-2023-065-04,4,2,4,0,146.8394981,9,8
31121,54,66,1-54-2023-066-06,6,1,1,1,156.0896345,9,8
31122,48,72,1-48-2023-072-03,3,2,1,1,74.78725036,12,8
31122,48,72,1-48-2023-072-03,3,3,1,1,74.78725036,12,8
31123,48,73,1-48-2023-073-10,10,1,9,0,307.6425026,12,8
31123,48,73,1-48-2023-073-10,10,2,1,2,307.6425026,12,8
31124,48,74,1-48-2023-074-09,9,2,1,1,92.28369939,12,8
31125,18,66,1-18-2023-066-04,4,2,2,1,1237.120723,6,8
31126,18,67,1-18-2023-067-05,5,1,9,0,121.0690241,6,8
31126,18,67,1-18-2023-067-05,5,2,1,1,121.0690241,6,8
31127,59,101,1-59-2023-101-04,4,1,5,0,1191.533982,6,8
31128,59,102,1-59-2023-102-05,5,2,9,0,59.64497951,6,8
31128,59,102,1-59-2023-102-05,5,1,9,0,59.64497951,6,8
31129,33,52,1-33-2023-052-03,3,1,1,1,71.00985497,12,8
31131,17,115,1-17-2023-115-04,4,1,1,1,138.8080237,4,8
31131,17,115,1-17-2023-115-04,4,2,10,0,138.8080237,4,8
31132,17,116,1-17-2023-116-04,4,1,1,1,138.8080237,4,8
31132,17,116,1-17-2023-116-04,4,2,10,0,138.8080237,4,8
31133,17,117,1-17-2023-117-03,3,1,3,0,57.62015134,4,8
31133,17,117,1-17-2023-117-03,3,2,1,1,57.62015134,4,8
31135,12,77,1-12-2023-077-03,3,1,1,1,239.3521142,9,8
31135,12,77,1-12-2023-077-03,3,2,1,1,239.3521142,9,8
31136,12,78,1-12-2023-078-03,3,1,10,0,239.3521142,9,8
31136,12,78,1-12-2023-078-03,3,2,1,1,239.3521142,9,8
31137,12,79,1-12-2023-079-04,4,1,1,1,548.341571,9,8
31140,20,80,1-20-2023-080-10,10,1,3,0,5494.997294,11,8
31141,11,59,1-11-2023-059-06,6,1,9,0,663.6615625,8,8
31143,24,85,1-24-2023-085-02,2,1,3,0,159.7101838,1,8
31143,24,85,1-24-2023-085-02,2,2,1,1,159.7101838,1,8
31144,13,103,1-13-2023-103-02,2,2,5,0,38.25477319,7,8
32559,29,91,1-29-2023-091-07,7,1,1,1,349.9715601,2,8
32560,21,117,1-21-2023-117-02,2,1,9,0,58.86931901,11,8
32561,21,118,1-21-2023-118-02,2,1,4,0,58.86931901,11,8
32561,21,118,1-21-2023-118-02,2,2,9,0,58.86931901,11,8
32562,21,119,1-21-2023-119-08,8,1,9,0,573.5518634,11,8
32563,28,111,1-28-2023-111-10,10,1,2,1,37.47575523,3,8
32564,28,112,1-28-2023-112-09,9,1,3,0,47.6282045,3,8
32566,25,113,1-25-2023-113-09,9,2,5,0,414.3504828,2,8
32568,33,89,1-33-2023-089-10,10,1,1,1,142.7413803,12,8
32568,33,89,1-33-2023-089-10,10,2,3,0,142.7413803,12,8
32572,23,100,1-23-2023-100-06,6,1,4,0,368.5961542,5,8
32573,23,101,1-23-2023-101-03,3,1,3,0,169.4322519,5,8
32575,77,126,1-77-2023-126-02,2,1,1,1,71.99682468,9,8
32576,77,127,1-77-2023-127-04,4,1,5,0,1622.535318,9,8
32577,77,128,1-77-2023-128-06,6,1,1,1,1190.884316,9,8
32578,59,156,1-59-2023-156-04,4,1,3,0,53.70445205,6,8
32578,59,156,1-59-2023-156-04,4,2,10,0,53.70445205,6,8
32579,59,157,1-59-2023-157-09,9,1,1,3,112.4602772,6,8
32580,59,158,1-59-2023-158-04,4,1,1,1,53.70445205,6,8
32581,59,159,1-59-2023-159-04,4,1,10,0,53.70445205,6,8
32581,59,159,1-59-2023-159-04,4,2,1,1,53.70445205,6,8
32582,18,109,1-18-2023-109-03,3,3,1,1,144.2226407,6,8
32583,18,110,1-18-2023-110-03,3,1,1,1,144.2226407,6,8
32583,18,110,1-18-2023-110-03,3,2,9,0,144.2226407,6,8
32584,18,111,1-18-2023-111-03,3,3,9,0,144.2226407,6,8
32585,18,112,1-18-2023-112-02,2,1,1,1,45.26016083,6,8
32585,18,112,1-18-2023-112-02,2,2,5,0,45.26016083,6,8
32586,54,101,1-54-2023-101-06,6,1,1,3,233.8849197,9,8
32587,54,102,1-54-2023-102-02,2,2,1,1,132.1015698,9,8
32588,54,103,1-54-2023-103-09,9,1,3,0,534.6434239,9,8
32589,54,104,1-54-2023-104-03,3,1,9,0,129.9078908,9,8
32589,54,104,1-54-2023-104-03,3,2,1,1,129.9078908,9,8
32590,48,120,1-48-2023-120-01,1,1,9,0,103.8660263,12,8
32590,48,120,1-48-2023-120-01,1,2,1,1,103.8660263,12,8
32591,13,147,1-13-2023-147-05,5,1,1,3,129.716751,7,8
32592,13,148,1-13-2023-148-03,3,1,9,0,618.342259,7,8
32593,13,149,1-13-2023-149-06,6,1,1,1,1345.190046,7,8
32593,13,149,1-13-2023-149-06,6,2,1,1,1345.190046,7,8
32594,17,172,1-17-2023-172-06,6,1,3,0,158.737574,4,8
32594,17,172,1-17-2023-172-06,6,2,1,3,158.737574,4,8
32595,17,173,1-17-2023-173-07,7,1,2,1,747.9662716,4,8
32596,33,90,1-33-2023-090-02,2,1,1,3,36.67815195,12,8
31144,13,103,1-13-2023-103-02,2,1,5,0,38.25477319,7,8
31145,13,104,1-13-2023-104-05,5,1,1,1,148.3128769,7,8
31146,13,105,1-13-2023-105-03,3,3,3,0,706.9874832,7,8
31146,13,105,1-13-2023-105-03,3,1,1,1,706.9874832,7,8
31146,13,105,1-13-2023-105-03,3,2,1,2,706.9874832,7,8
31147,14,64,1-14-2023-064-02,2,1,9,0,327.7387562,8,8
31150,52,95,1-52-2023-095-05,5,1,1,1,18.46126344,12,8
31151,10,128,1-10-2023-128-06,6,1,1,1,246.9185007,4,8
31151,10,128,1-10-2023-128-06,6,2,1,1,246.9185007,4,8
31151,10,128,1-10-2023-128-06,6,3,3,0,246.9185007,4,8
31152,10,129,1-10-2023-129-06,6,2,5,0,246.9185008,4,8
31153,10,130,1-10-2023-130-03,3,1,10,0,113.5007979,4,8
31154,10,131,1-10-2023-131-01,1,1,9,0,19.95004175,4,8
31155,76,74,1-76-2023-074-03,3,2,1,1,66.27106182,3,8
31156,76,75,1-76-2023-075-10,10,1,1,2,1311.640514,3,8
31157,76,76,1-76-2023-076-03,3,1,9,0,46.78468914,3,8
31159,25,83,1-25-2023-083-03,3,1,1,1,123.4754279,2,8
31159,25,83,1-25-2023-083-03,3,2,1,1,123.4754279,2,8
31159,25,83,1-25-2023-083-03,3,3,1,1,123.4754279,2,8
31160,28,72,1-28-2023-072-10,10,1,3,0,37.47575523,3,8
31161,28,73,1-28-2023-073-04,4,1,1,1,38.14523869,3,8
31162,28,74,1-28-2023-074-09,9,1,2,1,47.6282045,3,8
31164,16,89,1-16-2023-089-03,3,2,1,1,151.9432757,5,8
31165,16,90,1-16-2023-090-03,3,1,1,1,151.9432757,5,8
31165,16,90,1-16-2023-090-03,3,2,1,1,151.9432757,5,8
31166,73,116,1-73-2023-116-09,9,1,3,0,47.75260361,3,8
31168,73,118,1-73-2023-118-07,7,1,1,1,63.21496934,3,8
31168,73,118,1-73-2023-118-07,7,2,3,0,63.21496934,3,8
31171,32,127,1-32-2023-127-02,2,1,5,0,27.42956109,7,8
31172,32,128,1-32-2023-128-06,6,1,1,1,1385.175917,7,8
31172,32,128,1-32-2023-128-06,6,2,9,0,1385.175917,7,8
31173,32,129,1-32-2023-129-06,6,1,10,0,1385.175917,7,8
31174,27,81,1-27-2023-081-03,3,1,1,3,29.78704282,3,8
31174,27,81,1-27-2023-081-03,3,2,3,0,29.78704282,3,8
31175,27,82,1-27-2023-082-06,6,2,1,2,99.93631792,3,8
31176,27,83,1-27-2023-083-03,3,1,1,1,29.78704282,3,8
31177,31,72,1-31-2023-072-10,10,1,2,1,190.9257288,6,8
31179,25,84,1-25-2023-084-03,3,1,1,1,123.4754279,2,8
31180,16,88,1-16-2023-088-03,3,1,1,1,151.9432757,5,8
31180,16,88,1-16-2023-088-03,3,2,5,0,151.9432757,5,8
31181,22,61,1-22-2023-061-03,3,1,1,1,42.48962388,12,8
31184,52,96,1-52-2023-096-04,4,2,3,0,98.22386741,12,8
31187,15,155,1-15-2023-155-02,2,1,1,1,20.97133347,1,8
31189,15,157,1-15-2023-157-03,3,2,9,0,55.74491687,1,8
31190,22,63,1-22-2023-063-10,10,1,3,0,445.2252564,12,8
31190,22,63,1-22-2023-063-10,10,2,2,1,445.2252564,12,8
31192,26,90,1-26-2023-090-03,3,4,1,1,474.1494166,10,8
31194,30,99,1-30-2023-099-04,4,1,1,2,2922.457573,10,8
31195,30,100,1-30-2023-100-06,6,2,1,1,1185.560555,10,8
31195,30,100,1-30-2023-100-06,6,1,1,2,1185.560555,10,8
31196,66,61,1-66-2023-061-08,8,1,1,1,128.7448736,6,8
31197,66,62,1-66-2023-062-06,6,1,1,1,250.8534433,6,8
31198,26,89,1-26-2023-089-08,8,1,3,0,409.4893324,10,8
31198,26,89,1-26-2023-089-08,8,2,3,0,409.4893324,10,8
31200,29,70,1-29-2023-070-06,6,1,9,0,515.1739976,2,8
32597,66,98,1-66-2023-098-07,7,1,2,1,126.3903999,6,8
32598,66,99,1-66-2023-099-07,7,1,9,0,126.3903999,6,8
32600,66,101,1-66-2023-101-09,9,1,1,1,136.4050365,6,8
32601,12,123,1-12-2023-123-03,3,2,1,1,242.7779939,9,8
32602,12,124,1-12-2023-124-06,6,1,1,3,814.5266022,9,8
32602,12,124,1-12-2023-124-06,6,2,1,1,814.5266022,9,8
32603,12,125,1-12-2023-125-04,4,2,1,2,910.115256,9,8
32604,30,158,1-30-2023-158-02,2,1,5,0,40.84128012,10,8
32605,30,159,1-30-2023-159-03,3,2,1,1,181.8355295,10,8
32606,30,160,1-30-2023-160-06,6,2,1,1,395.5792131,10,8
32607,30,161,1-30-2023-161-03,3,2,1,1,181.8355295,10,8
32609,20,124,1-20-2023-124-01,1,1,3,0,26.85110982,11,8
32612,20,123,1-20-2023-123-09,9,1,9,0,172.6870779,11,8
32613,10,167,1-10-2023-167-09,9,1,3,0,888.2352944,4,8
32614,10,168,1-10-2023-168-04,4,1,10,0,523.9221855,4,8
32614,10,168,1-10-2023-168-04,4,2,9,0,523.9221855,4,8
32615,11,95,1-11-2023-095-03,3,2,1,1,787.8338087,8,8
32615,11,95,1-11-2023-095-03,3,1,1,1,787.8338087,8,8
32616,11,96,1-11-2023-096-07,7,2,9,0,9608.33984,8,8
32617,11,97,1-11-2023-097-03,3,1,1,1,787.8338087,8,8
32618,24,117,1-24-2023-117-03,3,1,1,1,279.5485337,1,8
32618,24,117,1-24-2023-117-03,3,2,1,1,279.5485337,1,8
32618,24,117,1-24-2023-117-03,3,3,9,0,279.5485337,1,8
32619,24,118,1-24-2023-118-10,10,1,1,1,9770.456623,1,8
32620,24,119,1-24-2023-119-03,3,1,1,3,279.5485337,1,8
32621,14,93,1-14-2023-093-02,2,1,1,3,164.4463854,8,8
32622,14,94,1-14-2023-094-06,6,1,1,1,4442.214643,8,8
32623,25,114,1-25-2023-114-09,9,1,1,1,772.7553988,2,8
32625,25,116,1-25-2023-116-08,8,1,1,1,99.36165861,2,8
32626,31,112,1-31-2023-112-04,4,1,9,0,194.3365105,6,8
32627,31,113,1-31-2023-113-09,9,1,5,0,316.1560291,6,8
32629,31,115,1-31-2023-115-06,6,1,3,0,247.8107959,6,8
32631,76,125,1-76-2023-125-07,7,1,9,0,82.10395442,3,8
32634,16,133,1-16-2023-133-07,7,1,1,1,2772.64494,5,8
32634,16,133,1-16-2023-133-07,7,2,1,1,2772.64494,5,8
32635,16,134,1-16-2023-134-03,3,1,1,1,262.9154627,5,8
32635,16,134,1-16-2023-134-03,3,2,1,1,262.9154627,5,8
32636,32,192,1-32-2023-192-04,4,1,1,1,2919.299587,7,8
32637,32,193,1-32-2023-193-10,10,1,1,1,21818.47307,7,8
32638,32,194,1-32-2023-194-01,1,1,1,3,96.90649359,7,8
32640,52,116,1-52-2023-116-02,2,1,1,1,24.30476953,12,8
32641,52,117,1-52-2023-117-08,8,1,9,0,489.9172148,12,8
32642,25,117,1-25-2023-117-06,6,1,5,0,224.1123059,2,8
32642,25,117,1-25-2023-117-06,6,2,1,1,224.1123059,2,8
32643,28,113,1-28-2023-113-06,6,1,1,1,86.94470305,3,8
32645,28,115,1-28-2023-115-10,10,1,3,0,656.3253932,3,8
32646,73,172,1-73-2023-172-03,3,1,9,0,109.5469189,3,8
32647,73,173,1-73-2023-173-03,3,1,9,0,109.5469189,3,8
32648,27,129,1-27-2023-129-09,9,1,1,1,109.325843,3,8
32648,27,129,1-27-2023-129-09,9,2,3,0,109.325843,3,8
32649,27,130,1-27-2023-130-04,4,1,2,1,46.79354077,3,8
32650,27,131,1-27-2023-131-04,4,1,1,1,46.79354077,3,8
32651,27,132,1-27-2023-132-03,3,1,1,1,16.37214353,3,8
32652,22,100,1-22-2023-100-09,9,2,3,0,294.5963863,12,8
32653,22,101,1-22-2023-101-07,7,2,1,1,363.5251567,12,8
32655,15,231,1-15-2023-231-02,2,1,4,0,20.97133347,1,8
32656,15,232,1-15-2023-232-03,3,1,1,1,97.62679458,1,8
32658,15,234,1-15-2023-234-08,8,1,3,0,94.16226039,1,8
32660,66,102,1-66-2023-102-10,10,2,2,1,112.3254186,6,8
32662,29,93,1-29-2023-093-06,6,2,1,1,887.4774068,2,8
32662,29,93,1-29-2023-093-06,6,1,1,1,887.4774068,2,8
32664,26,136,1-26-2023-136-03,3,1,3,0,697.6804561,10,8
32664,26,136,1-26-2023-136-03,3,2,1,1,697.6804561,10,8
32665,20,126,1-20-2023-126-10,10,1,5,0,854.6941535,11,8
32667,31,116,1-31-2023-116-09,9,1,9,0,316.1560291,6,8
32669,76,127,1-76-2023-127-07,7,2,1,1,82.10395442,3,8
32670,76,128,1-76-2023-128-06,6,1,9,0,28.88961804,3,8
32670,76,128,1-76-2023-128-06,6,2,9,0,28.88961804,3,8
32671,21,121,1-21-2023-121-04,4,2,4,0,4058.778562,11,8
32675,16,135,1-16-2023-135-04,4,1,9,0,1364.26602,5,8
32679,23,103,1-23-2023-103-09,9,3,9,0,1045.005727,5,8
32680,23,104,1-23-2023-104-01,1,1,9,0,58.2037301,5,8
32682,77,129,1-77-2023-129-01,1,1,1,1,76.16658931,9,8
32683,77,130,1-77-2023-130-03,3,1,1,1,577.0956343,9,8
32683,77,130,1-77-2023-130-03,3,2,1,1,577.0956343,9,8
32683,77,130,1-77-2023-130-03,3,5,1,1,577.0956343,9,8
32683,77,130,1-77-2023-130-03,3,6,1,1,577.0956343,9,8
32684,77,131,1-77-2023-131-08,8,1,1,3,594.9955075,9,8
32685,13,150,1-13-2023-150-05,5,2,1,2,554.8813853,7,8
32686,73,174,1-73-2023-174-03,3,2,1,1,31.6102783,3,8
32686,73,174,1-73-2023-174-03,3,1,9,0,31.6102783,3,8
32687,73,175,1-73-2023-175-06,6,1,3,0,56.31883888,3,8
32687,73,175,1-73-2023-175-06,6,2,1,3,56.31883888,3,8
32688,73,176,1-73-2023-176-09,9,1,1,3,147.6132115,3,8
32690,59,160,1-59-2023-160-01,1,1,1,3,48.2239268,6,8
32690,59,160,1-59-2023-160-01,1,2,1,3,48.2239268,6,8
32691,59,161,1-59-2023-161-04,4,1,1,1,113.1507719,6,8
32691,59,161,1-59-2023-161-04,4,2,9,0,113.1507719,6,8
32692,59,162,1-59-2023-162-07,7,1,5,0,320.0674013,6,8
32693,59,163,1-59-2023-163-07,7,1,3,0,320.0674013,6,8
32694,18,113,1-18-2023-113-04,4,1,5,0,280.0653338,6,8
32696,18,115,1-18-2023-115-01,1,1,4,0,44.11670831,6,8
32697,18,116,1-18-2023-116-09,9,1,1,1,634.630387,6,8
32698,48,121,1-48-2023-121-09,9,1,1,1,286.7349761,12,8
32698,48,121,1-48-2023-121-09,9,2,1,1,286.7349761,12,8
32699,48,122,1-48-2023-122-08,8,1,3,0,90.36363016,12,8
32701,10,169,1-10-2023-169-03,3,1,7,0,341.2350872,4,8
32701,10,169,1-10-2023-169-03,3,2,1,1,341.2350872,4,8
32702,10,170,1-10-2023-170-08,8,1,3,0,329.1254955,4,8
32706,19,126,1-19-2023-126-05,5,1,1,1,77.23704541,9,8
32706,19,126,1-19-2023-126-05,5,2,1,1,77.23704541,9,8
32707,19,127,1-19-2023-127-01,1,1,4,0,59.13251466,9,8
32708,12,126,1-12-2023-126-07,7,1,1,2,2047.841659,9,8
32710,21,123,1-21-2023-123-08,8,1,3,0,334.3762824,11,8
32711,21,124,1-21-2023-124-05,5,1,9,0,67.49432857,11,8
32711,21,124,1-21-2023-124-05,5,2,1,1,67.49432857,11,8
32712,66,103,1-66-2023-103-04,4,1,1,1,114.3320496,6,8
32713,66,104,1-66-2023-104-10,10,1,1,1,505.3520584,6,8
32715,66,106,1-66-2023-106-08,8,2,1,1,128.7448736,6,8
32716,17,174,1-17-2023-174-04,4,1,2,1,524.4618402,4,8
32717,17,175,1-17-2023-175-06,6,2,1,1,317.4457075,4,8
32718,17,176,1-17-2023-176-10,10,1,1,1,4828.839414,4,8
32719,17,177,1-17-2023-177-02,2,1,1,3,52.66354849,4,8
32720,30,162,1-30-2023-162-07,7,2,9,0,1135.494678,10,8
32721,30,163,1-30-2023-163-06,6,1,2,2,168.6034269,10,8
32725,20,128,1-20-2023-128-08,8,1,3,0,159.080508,11,8
32726,20,129,1-20-2023-129-06,6,1,9,0,514.3361144,11,8
32726,20,129,1-20-2023-129-06,6,2,3,0,514.3361144,11,8
32727,14,95,1-14-2023-095-04,4,1,9,0,4761.973922,8,8
32728,14,96,1-14-2023-096-03,3,1,4,0,1322.405173,8,8
32730,11,99,1-11-2023-099-05,5,2,1,1,110.0137519,8,8
32731,11,100,1-11-2023-100-03,3,2,1,1,524.4207195,8,8
32731,11,100,1-11-2023-100-03,3,1,3,0,524.4207195,8,8
32732,24,120,1-24-2023-120-03,3,1,9,0,496.7429956,1,8
32732,24,120,1-24-2023-120-03,3,2,1,1,496.7429956,1,8
32733,16,136,1-16-2023-136-04,4,1,5,0,2775.853381,5,8
32733,16,136,1-16-2023-136-04,4,2,1,3,2775.853381,5,8
32733,16,136,1-16-2023-136-04,4,3,1,1,2775.853381,5,8
32734,16,137,1-16-2023-137-03,3,1,1,1,534.9504901,5,8
32734,16,137,1-16-2023-137-03,3,2,1,1,534.9504901,5,8
32735,16,138,1-16-2023-138-08,8,1,5,0,515.9664163,5,8
32736,76,129,1-76-2023-129-08,8,1,1,1,52.96230444,3,8
32738,76,131,1-76-2023-131-03,3,1,1,2,61.32527459,3,8
32738,76,131,1-76-2023-131-03,3,2,1,1,61.32527459,3,8
32739,31,117,1-31-2023-117-10,10,1,9,0,190.9257288,6,8
32741,31,119,1-31-2023-119-09,9,1,1,1,251.9862351,6,8
32742,31,120,1-31-2023-120-10,10,1,2,1,190.9257288,6,8
32743,32,196,1-32-2023-196-02,2,1,1,3,41.32687653,7,8
32743,32,196,1-32-2023-196-02,2,2,9,0,41.32687653,7,8
32744,32,197,1-32-2023-197-06,6,1,5,0,2086.981776,7,8
32744,32,197,1-32-2023-197-06,6,2,5,0,2086.981776,7,8
32745,32,198,1-32-2023-198-02,2,2,1,1,41.32687653,7,8
32746,32,199,1-32-2023-199-03,3,1,1,1,959.3209744,7,8
32746,32,199,1-32-2023-199-03,3,2,6,0,959.3209744,7,8
32747,11,101,1-11-2023-101-03,3,1,5,0,524.4207195,8,8
32748,28,116,1-28-2023-116-04,4,2,1,1,98.41448292,3,8
32750,28,118,1-28-2023-118-07,7,1,1,1,278.9686822,3,8
32751,25,118,1-25-2023-118-05,5,1,1,1,63.13849087,2,8
32752,25,119,1-25-2023-119-03,3,1,4,0,300.9726715,2,8
32753,52,118,1-52-2023-118-03,3,1,1,1,73.10548963,12,8
32753,52,118,1-52-2023-118-03,3,2,1,1,73.10548963,12,8
32754,52,119,1-52-2023-119-07,7,1,1,2,752.6708153,12,8
32754,52,119,1-52-2023-119-07,7,2,1,1,752.6708153,12,8
32755,48,124,1-48-2023-124-04,4,1,1,3,192.9715119,12,8
32756,27,133,1-27-2023-133-06,6,1,1,1,56.2573624,3,8
32757,27,134,1-27-2023-134-07,7,2,1,1,178.7965051,3,8
32758,27,135,1-27-2023-135-03,3,1,9,0,16.7680829,3,8
32758,27,135,1-27-2023-135-03,3,2,1,1,16.7680829,3,8
32759,27,136,1-27-2023-136-03,3,1,1,1,16.7680829,3,8
32759,27,136,1-27-2023-136-03,3,2,1,1,16.7680829,3,8
32760,22,102,1-22-2023-102-10,10,1,3,0,2261.583183,12,8
32761,22,103,1-22-2023-103-03,3,1,1,1,84.09420507,12,8
32762,22,104,1-22-2023-104-02,2,1,1,1,37.6104002,12,8
32762,22,104,1-22-2023-104-02,2,2,1,3,37.6104002,12,8
32763,22,105,1-22-2023-105-09,9,1,3,0,448.6676455,12,8
32767,15,236,1-15-2023-236-04,4,2,2,1,340.433694,1,8
31202,15,158,1-15-2023-158-03,3,1,5,0,55.74491687,1,8
31202,15,158,1-15-2023-158-03,3,2,1,1,55.74491687,1,8
31203,15,159,1-15-2023-159-03,3,1,1,1,55.74491687,1,8
31204,30,101,1-30-2023-101-05,5,1,9,0,114.3236702,10,8
31205,29,71,1-29-2023-071-04,4,1,5,0,670.6664666,2,8
31208,17,119,1-17-2023-119-03,3,1,1,3,57.62015134,4,8
31212,23,71,1-23-2023-071-03,3,1,2,1,191.5263322,5,8
31212,23,71,1-23-2023-071-03,3,2,9,0,191.5263322,5,8
31213,23,72,1-23-2023-072-10,10,2,1,1,6526.413551,5,8
31214,54,67,1-54-2023-067-04,4,2,9,0,372.336987,9,8
31214,54,67,1-54-2023-067-04,4,1,3,0,372.336987,9,8
31215,54,68,1-54-2023-068-05,5,1,4,0,129.7151114,9,8
31216,18,68,1-18-2023-068-03,3,1,1,1,104.5905275,6,8
31216,18,68,1-18-2023-068-03,3,2,1,1,104.5905275,6,8
31217,18,69,1-18-2023-069-06,6,1,9,0,350.9039909,6,8
31218,48,75,1-48-2023-075-06,6,1,9,0,292.5053259,12,8
31218,48,75,1-48-2023-075-06,6,2,2,1,292.5053259,12,8
31219,48,76,1-48-2023-076-01,1,1,4,0,72.66818926,12,8
31220,48,77,1-48-2023-077-07,7,1,1,1,845.9195677,12,8
31221,59,103,1-59-2023-103-08,8,2,10,0,99.38627101,6,8
31222,59,104,1-59-2023-104-10,10,1,9,0,2796.09512,6,8
31223,59,105,1-59-2023-105-01,1,1,1,3,48.2239268,6,8
31224,33,53,1-33-2023-053-09,9,1,1,1,3504.419282,12,8
31225,66,63,1-66-2023-063-07,7,1,9,0,436.0631345,6,8
31225,66,63,1-66-2023-063-07,7,2,9,0,436.0631345,6,8
31226,66,64,1-66-2023-064-01,1,1,3,0,103.5334329,6,8
31226,66,64,1-66-2023-064-01,1,2,1,1,103.5334329,6,8
31227,66,65,1-66-2023-065-05,5,1,1,3,106.3944278,6,8
31227,66,65,1-66-2023-065-05,5,2,3,0,106.3944278,6,8
31228,17,120,1-17-2023-120-04,4,1,10,0,212.3067237,4,8
31228,17,120,1-17-2023-120-04,4,2,1,1,212.3067237,4,8
31229,17,121,1-17-2023-121-03,3,1,1,1,59.06967699,4,8
31229,17,121,1-17-2023-121-03,3,2,10,0,59.06967699,4,8
31230,17,122,1-17-2023-122-07,7,2,1,1,605.5103745,4,8
31231,17,123,1-17-2023-123-07,7,1,1,1,605.5103745,4,8
31231,17,123,1-17-2023-123-07,7,2,3,0,605.5103745,4,8
31233,19,109,1-19-2023-109-08,8,1,5,0,180.1195393,9,8
31234,19,110,1-19-2023-110-05,5,1,10,0,43.48554189,9,8
31235,77,79,1-77-2023-079-05,5,1,1,1,114.2374057,9,8
31235,77,79,1-77-2023-079-05,5,2,1,1,114.2374057,9,8
31236,77,80,1-77-2023-080-01,1,1,1,1,87.45991035,9,8
32768,26,139,1-26-2023-139-08,8,1,9,0,1022.145066,10,8
32770,29,94,1-29-2023-094-09,9,2,1,1,520.8814741,2,8
32770,29,94,1-29-2023-094-09,9,1,1,1,520.8814741,2,8
32772,15,237,1-15-2023-237-08,8,2,3,0,89.21813794,1,8
32773,28,119,1-28-2023-119-07,7,1,4,0,278.9686822,3,8
32774,20,130,1-20-2023-130-05,5,2,9,0,32.11062699,11,8
32775,66,107,1-66-2023-107-07,7,2,1,1,162.5122632,6,8
32776,73,178,1-73-2023-178-06,6,1,1,1,56.31883888,3,8
32777,21,125,1-21-2023-125-02,2,2,4,0,27.44967266,11,8
32777,21,125,1-21-2023-125-02,2,1,1,1,27.44967266,11,8
32778,30,166,1-30-2023-166-03,3,1,9,0,77.50178064,10,8
32778,30,166,1-30-2023-166-03,3,2,9,0,77.50178064,10,8
32779,30,167,1-30-2023-167-09,9,2,1,1,767.9810671,10,8
32780,11,102,1-11-2023-102-02,2,1,9,0,83.61933847,8,8
32780,11,102,1-11-2023-102-02,2,2,1,1,83.61933847,8,8
32781,11,103,1-11-2023-103-07,7,1,5,0,14660.65736,8,8
32782,11,104,1-11-2023-104-02,2,1,10,0,83.61933847,8,8
32783,24,121,1-24-2023-121-03,3,1,1,1,253.7681586,1,8
32783,24,121,1-24-2023-121-03,3,2,1,1,253.7681586,1,8
32786,16,139,1-16-2023-139-09,9,2,3,0,398.2597521,5,8
32787,16,140,1-16-2023-140-04,4,1,7,0,289.7382367,5,8
32787,16,140,1-16-2023-140-04,4,2,1,1,289.7382367,5,8
32788,16,141,1-16-2023-141-04,4,1,1,1,289.7382367,5,8
32790,24,123,1-24-2023-123-03,3,1,3,0,253.7681586,1,8
32791,28,120,1-28-2023-120-09,9,1,1,1,47.6282045,3,8
32792,28,121,1-28-2023-121-07,7,1,2,1,44.13141895,3,8
32793,28,122,1-28-2023-122-09,9,1,2,1,65.29400588,3,8
32796,25,121,1-25-2023-121-04,4,1,1,1,426.6253033,2,8
32797,25,122,1-25-2023-122-04,4,1,5,0,426.6253035,2,8
32797,25,122,1-25-2023-122-04,4,2,1,1,426.6253035,2,8
32798,32,200,1-32-2023-200-03,3,1,1,1,331.1498445,7,8
32798,32,200,1-32-2023-200-03,3,2,1,1,331.1498445,7,8
32799,32,201,1-32-2023-201-06,6,1,10,0,720.4092364,7,8
32800,32,202,1-32-2023-202-06,6,2,1,1,720.4092363,7,8
