CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,DISTRACTN,CASEWGT,PSUSTRAT,VERSION
23464,59,56,1-59-2021-056-10,10,1,7,19374.6790611185,6,6
23475,24,144,1-24-2021-144-03,3,1,8,246.428236067674,1,6
22020,32,67,1-32-2021-067-05,5,1,1,191.751157563771,7,6
23478,24,147,1-24-2021-147-03,3,1,99,246.428236044893,1,6
23425,18,80,1-18-2021-080-06,6,1,10,734.614725339214,6,6
23016,20,111,1-20-2021-111-05,5,2,8,41.7682909515469,11,6
23016,20,111,1-20-2021-111-05,5,1,3,41.7682909515469,11,6
23115,18,69,1-18-2021-069-07,7,1,3,299.464167233027,6,6
22844,66,60,1-66-2021-060-09,9,1,9,307.831115198682,6,6
23006,27,70,1-27-2021-070-04,4,1,2,553.028795357828,3,6
23008,52,137,1-52-2021-137-09,9,1,99,101.203757287656,12,6
23416,14,73,1-14-2021-073-05,5,1,2,257.610985879731,8,6
23743,18,89,1-18-2021-089-10,10,1,8,4705.41209583527,6,6
23695,77,85,1-77-2021-085-02,2,1,8,86.1478225129126,9,6
23695,77,85,1-77-2021-085-02,2,1,7,86.1478225129126,9,6
23720,73,86,1-73-2021-086-09,9,1,1,529.624792856695,3,6
23390,11,59,1-11-2021-059-08,8,1,1,1037.29762896455,8,6
21886,22,64,1-22-2021-064-10,10,1,7,1538.37421690663,12,6
21911,31,35,1-31-2021-035-10,10,1,10,255.507439927165,6,6
21911,31,35,1-31-2021-035-10,10,1,2,255.507439927165,6,6
23384,19,141,1-19-2021-141-04,4,1,99,433.301370894092,9,6
21849,54,23,1-54-2021-023-03,3,1,1,215.541147713819,9,6
24010,11,74,1-11-2021-074-05,5,1,1,203.861599020296,8,6
24075,13,121,1-13-2021-121-02,2,1,1,60.5925995988328,7,6
24536,20,181,1-20-2021-181-01,1,1,9,53.9689880218836,11,6
22235,19,90,1-19-2021-090-05,5,1,1,47.5090336657469,9,6
24265,30,119,1-30-2021-119-04,4,1,6,673.514610300757,10,6
22991,25,75,1-25-2021-075-05,5,1,9,51.7146935993595,2,6
22673,24,106,1-24-2021-106-06,6,1,99,684.266907368456,1,6
